--------- beginning of main
03-12 22:19:11.027 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.027 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.039 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.039 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.044 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.045 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.054 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.054 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.062 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.063 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
--------- beginning of system
03-12 22:19:11.066  1171  1171 D io_stats: !@   8,0 r 2676409 91171272 w 2413583 60711164 d 251902 66941304 f 97330 265418 iot 1016292 0 th 0 0 0 pt 0 inp 0 0 37031.751
03-12 22:19:11.073 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.073 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.085 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ......ID 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.085 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:19.744  3003  4343 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status CANCELLED_SUPERSEDED
03-12 22:19:19.744  3003  4564 D VibratorManagerService: converted usage = TOUCH(18)
03-12 22:19:19.744  3003  4564 D VibratorManagerService: vibrate - uid: 10457, opPkg: com.openai.chatgpt, effect: Mono{mEffect=Composed{segments=[Primitive{primitive=TICK, scale=0.39476606, delay=0, delayType=PAUSE}], repeat=-1, mMagnitudeType=TYPE_EXTRA}}, attrs: VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason: null, token: android.os.BinderProxy@8744817
03-12 22:19:19.744  3003  4564 D VibratorManagerService: Starting vibrate for vibration 2653
03-12 22:19:19.744  3003  4564 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned audio=allow, op=allow
03-12 22:19:19.744  3003  4564 D VibrationThread: Vibration cancel requested with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.744  3003  4564 D VibrationThread: Vibration cancel request ignored as the vibration 2556is already being cancelled with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.744  3003  4564 D VibratorManagerService: Dropping pending vibration from CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null} with status: CANCELLED_SUPERSEDED
03-12 22:19:19.744  3003  4564 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status CANCELLED_SUPERSEDED
03-12 22:19:19.744  2105  2105 I Layer   : id=16395 Destroyed Surface(name=Task=201)/@0x36e88fb_transition-leash#16395
03-12 22:19:19.744  2105  2105 I Layer   : id=16333 Destroyed Task=201#16333
03-12 22:19:19.744  3003  4343 D VibratorManagerService: converted usage = TOUCH(18)
03-12 22:19:19.744  3003  4343 D VibratorManagerService: vibrate - uid: 10457, opPkg: com.openai.chatgpt, effect: Mono{mEffect=Composed{segments=[Primitive{primitive=TICK, scale=0.39627868, delay=0, delayType=PAUSE}], repeat=-1, mMagnitudeType=TYPE_EXTRA}}, attrs: VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason: null, token: android.os.BinderProxy@8744817
03-12 22:19:19.744  3003  4343 D VibratorManagerService: Starting vibrate for vibration 2654
03-12 22:19:19.744  3003  4343 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned audio=allow, op=allow
03-12 22:19:19.744  3003  4343 D VibrationThread: Vibration cancel requested with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.744  3003  4343 D VibrationThread: Vibration cancel request ignored as the vibration 2556is already being cancelled with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.744  3003  4343 D VibratorManagerService: Dropping pending vibration from CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null} with status: CANCELLED_SUPERSEDED
03-12 22:19:19.744  3003  4343 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status CANCELLED_SUPERSEDED
03-12 22:19:19.744  2022  2124 I HYPER-HAL: [RequestManager.cpp]releaseLocked(): Released ID : 29163677
03-12 22:19:19.744  2105  2342 W qdgralloc: getInterlacedFlag: getMetaData returned 3, defaulting to interlaced_flag = 0
03-12 22:19:19.744  3003  4564 D VibratorManagerService: converted usage = TOUCH(18)
03-12 22:19:19.744  3003  4564 D VibratorManagerService: vibrate - uid: 10457, opPkg: com.openai.chatgpt, effect: Mono{mEffect=Composed{segments=[Primitive{primitive=TICK, scale=0.31468892, delay=0, delayType=PAUSE}], repeat=-1, mMagnitudeType=TYPE_EXTRA}}, attrs: VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason: null, token: android.os.BinderProxy@8744817
03-12 22:19:19.744  3003  4564 D VibratorManagerService: Starting vibrate for vibration 2655
03-12 22:19:19.744  3003  4564 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned audio=allow, op=allow
03-12 22:19:19.744  3003  4564 D VibrationThread: Vibration cancel requested with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.744  2022  2124 I HYPER-HAL: [RequestManager.cpp]releaseLocked(): Released ID : 29171315
03-12 22:19:19.744  3003  4564 D VibrationThread: Vibration cancel request ignored as the vibration 2556is already being cancelled with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.744  3003  4564 D VibratorManagerService: Dropping pending vibration from CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null} with status: CANCELLED_SUPERSEDED
03-12 22:19:19.744  3003  4564 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status CANCELLED_SUPERSEDED
03-12 22:19:19.744  3003  4343 D VibratorManagerService: converted usage = TOUCH(18)
03-12 22:19:19.744  3003  4343 D VibratorManagerService: vibrate - uid: 10457, opPkg: com.openai.chatgpt, effect: Mono{mEffect=Composed{segments=[Primitive{primitive=TICK, scale=0.34612662, delay=0, delayType=PAUSE}], repeat=-1, mMagnitudeType=TYPE_EXTRA}}, attrs: VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason: null, token: android.os.BinderProxy@8744817
03-12 22:19:19.744  3003  4343 D VibratorManagerService: Starting vibrate for vibration 2656
03-12 22:19:19.744  3003  4343 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned audio=allow, op=allow
03-12 22:19:19.744  3003  4343 D VibrationThread: Vibration cancel requested with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.744  3003  4343 D VibrationThread: Vibration cancel request ignored as the vibration 2556is already being cancelled with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.744  3003  4343 D VibratorManagerService: Dropping pending vibration from CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null} with status: CANCELLED_SUPERSEDED
03-12 22:19:19.744  3003  4343 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status CANCELLED_SUPERSEDED
03-12 22:19:19.744  3003  4564 D VibratorManagerService: converted usage = TOUCH(18)
03-12 22:19:19.744  3003  4564 D VibratorManagerService: vibrate - uid: 10457, opPkg: com.openai.chatgpt, effect: Mono{mEffect=Composed{segments=[Primitive{primitive=TICK, scale=0.28256512, delay=0, delayType=PAUSE}], repeat=-1, mMagnitudeType=TYPE_EXTRA}}, attrs: VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason: null, token: android.os.BinderProxy@8744817
03-12 22:19:19.744  3003  4564 D VibratorManagerService: Starting vibrate for vibration 2657
03-12 22:19:19.744  3003  4564 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned audio=allow, op=allow
03-12 22:19:19.744  3003  4564 D VibrationThread: Vibration cancel requested with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.744  3003  4564 D VibrationThread: Vibration cancel request ignored as the vibration 2556is already being cancelled with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.744  3003  4564 D VibratorManagerService: Dropping pending vibration from CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null} with status: CANCELLED_SUPERSEDED
03-12 22:19:19.744  3003  4564 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status CANCELLED_SUPERSEDED
03-12 22:19:19.744  3003  4343 D VibratorManagerService: converted usage = TOUCH(18)
03-12 22:19:19.744  3003  4343 D VibratorManagerService: vibrate - uid: 10457, opPkg: com.openai.chatgpt, effect: Mono{mEffect=Composed{segments=[Primitive{primitive=TICK, scale=0.27288225, delay=0, delayType=PAUSE}], repeat=-1, mMagnitudeType=TYPE_EXTRA}}, attrs: VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason: null, token: android.os.BinderProxy@8744817
03-12 22:19:19.744  3003  4343 D VibratorManagerService: Starting vibrate for vibration 2658
03-12 22:19:19.744  3003  4343 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned audio=allow, op=allow
03-12 22:19:19.744  3003  4343 D VibrationThread: Vibration cancel requested with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.744  3003  4343 D VibrationThread: Vibration cancel request ignored as the vibration 2556is already being cancelled with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.744  3003  4343 D VibratorManagerService: Dropping pending vibration from CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null} with status: CANCELLED_SUPERSEDED
03-12 22:19:19.744  3003  4343 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status CANCELLED_SUPERSEDED
03-12 22:19:19.744  3003  4564 D VibratorManagerService: converted usage = TOUCH(18)
03-12 22:19:19.744  3003  4564 D VibratorManagerService: vibrate - uid: 10457, opPkg: com.openai.chatgpt, effect: Mono{mEffect=Composed{segments=[Primitive{primitive=TICK, scale=0.22976911, delay=0, delayType=PAUSE}], repeat=-1, mMagnitudeType=TYPE_EXTRA}}, attrs: VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason: null, token: android.os.BinderProxy@8744817
03-12 22:19:19.744  3003  4564 D VibratorManagerService: Starting vibrate for vibration 2659
03-12 22:19:19.744  3003  4564 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned audio=allow, op=allow
03-12 22:19:19.744  3003  4564 D VibrationThread: Vibration cancel requested with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.744  3003  4564 D VibrationThread: Vibration cancel request ignored as the vibration 2556is already being cancelled with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.744  3003  4564 D VibratorManagerService: Dropping pending vibration from CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null} with status: CANCELLED_SUPERSEDED
03-12 22:19:19.744  3003  4564 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status CANCELLED_SUPERSEDED
03-12 22:19:19.744  3003  4343 D VibratorManagerService: converted usage = TOUCH(18)
03-12 22:19:19.744  3003  4343 D VibratorManagerService: vibrate - uid: 10457, opPkg: com.openai.chatgpt, effect: Mono{mEffect=Composed{segments=[Primitive{primitive=TICK, scale=0.39210695, delay=0, delayType=PAUSE}], repeat=-1, mMagnitudeType=TYPE_EXTRA}}, attrs: VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason: null, token: android.os.BinderProxy@8744817
03-12 22:19:19.744  3003  4343 D VibratorManagerService: Starting vibrate for vibration 2660
03-12 22:19:19.744  3003  4343 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned audio=allow, op=allow
03-12 22:19:19.744  3003  4343 D VibrationThread: Vibration cancel requested with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.744  3003  4343 D VibrationThread: Vibration cancel request ignored as the vibration 2556is already being cancelled with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.744  3003  4343 D VibratorManagerService: Dropping pending vibration from CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null} with status: CANCELLED_SUPERSEDED
03-12 22:19:19.744  3003  4343 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status CANCELLED_SUPERSEDED
03-12 22:19:19.744  3003  4564 D VibratorManagerService: converted usage = TOUCH(18)
03-12 22:19:19.744  3003  4564 D VibratorManagerService: vibrate - uid: 10457, opPkg: com.openai.chatgpt, effect: Mono{mEffect=Composed{segments=[Primitive{primitive=TICK, scale=0.23168817, delay=0, delayType=PAUSE}], repeat=-1, mMagnitudeType=TYPE_EXTRA}}, attrs: VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason: null, token: android.os.BinderProxy@8744817
03-12 22:19:19.744  3003  4564 D VibratorManagerService: Starting vibrate for vibration 2661
03-12 22:19:19.744  3003  4564 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned audio=allow, op=allow
03-12 22:19:19.744  3003  4564 D VibrationThread: Vibration cancel requested with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.744  3003  4564 D VibrationThread: Vibration cancel request ignored as the vibration 2556is already being cancelled with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.745  3003  4564 D VibratorManagerService: Dropping pending vibration from CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null} with status: CANCELLED_SUPERSEDED
03-12 22:19:19.745  3003  4564 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status CANCELLED_SUPERSEDED
03-12 22:19:19.745  3003  4343 D VibratorManagerService: converted usage = TOUCH(18)
03-12 22:19:19.745  3003  4343 D VibratorManagerService: vibrate - uid: 10457, opPkg: com.openai.chatgpt, effect: Mono{mEffect=Composed{segments=[Primitive{primitive=TICK, scale=0.36554816, delay=0, delayType=PAUSE}], repeat=-1, mMagnitudeType=TYPE_EXTRA}}, attrs: VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason: null, token: android.os.BinderProxy@8744817
03-12 22:19:19.745  3003  4343 D VibratorManagerService: Starting vibrate for vibration 2662
03-12 22:19:19.745  3003  4343 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned audio=allow, op=allow
03-12 22:19:19.745  3003  4343 D VibrationThread: Vibration cancel requested with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.745  3003  4343 D VibrationThread: Vibration cancel request ignored as the vibration 2556is already being cancelled with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:19.745  3003  4343 D VibratorManagerService: Dropping pending vibration from CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null} with status: CANCELLED_SUPERSEDED
03-12 22:19:19.745  3003  4343 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status CANCELLED_SUPERSEDED
03-12 22:19:19.745  3003  4564 D VibratorManagerService: converted usage = TOUCH(18)
03-12 22:19:19.745  3003  4564 D VibratorManagerService: vibrate - uid: 10457, opPkg: com.openai.chatgpt, effect: Mono{mEffect=Composed{segments=[Primitive{primitive=TICK, scale=0.3222119, delay=0, delayType=PAUSE}], repeat=-1, mMagnitudeType=TYPE_EXTRA}}, attrs: VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason: null, token: android.os.BinderProxy@8744817
03-12 22:19:19.745  3003  4564 D VibratorManagerService: Starting vibrate for vibration 2663
03-12 22:19:19.745  3003  4564 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned audio=allow, op=allow
03-12 22:19:19.745  3003  4564 D VibrationThread: Vibration cancel requested with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
